objectid,network,type,status,strategic_cycling_corridor,local_name,local_type,rd_num,name,side,facility_left,surface_left,width_left,facility_right,surface_right,width_right,lighting,verified_date,bearing,scc_name,comments
1,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
2,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
3,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
4,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Dandenong to Pakenham, Carrum to Warburton Trail", 
5,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Dandenong to Pakenham, Carrum to Warburton Trail", 
6,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
7,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Ringwood to Dandenong, 
8,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Ringwood to Dandenong, 
9,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Dandenong to Pakenham, Carrum to Warburton Trail", 
10,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Dandenong to Pakenham, Carrum to Warburton Trail", 
11,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
12,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
13,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
14,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Dandenong to Pakenham, Carrum to Warburton Trail", 
15,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
16,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
17,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
18,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
19,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
20,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
21,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
22,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
23,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
24,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
25,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Ringwood to Dandenong, 
26,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
27,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
28,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
29,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
30,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
31,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
32,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
33,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
34,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
35,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
36,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
37,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
38,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
39,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
40,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
41,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
42,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
43,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,M80 Ring Road Trail (Laverton to Diamond Creek), 
44,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
45,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
46,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
47,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
48,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
49,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
50,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
51,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
52,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
53,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
54,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
55,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
56,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Central Subregion to Point Nepean, Frankston to Bittern", 
57,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
58,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
59,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
60,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
61,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
62,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
63,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
64,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
65,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
66,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
67,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
68,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
69,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
70,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
71,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
72,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Frankston to Bittern, 
73,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
74,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
75,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
76,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
77,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
78,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
79,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
80,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
81,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
82,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
83,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
84,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
85,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
86,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
87,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
88,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
89,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
90,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
91,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
92,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
93,PBN & MTN,Off Road,Existing,No, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
94,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Melbourne Airport to Broadmeadows, 
95,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Melbourne Airport to Broadmeadows, 
96,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Epping to Mickleham, 
97,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Broadmeadows to Mickleham, 
98,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Broadmeadows to Mickleham, 
99,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Broadmeadows to Mickleham, 
100,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Brighton to Fountain Gate, 
101,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Brighton to Fountain Gate, 
102,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Brighton to Fountain Gate, 
103,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Brighton to Fountain Gate, 
104,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Brighton to Fountain Gate, 
105,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Ringwood to Dandenong, 
106,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
107,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
108,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
109,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
110,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
111,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Ringwood to Dandenong, 
112,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
113,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
114,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
115,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Ringwood to Dandenong, 
116,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Frankston, 
117,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
118,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
119,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
120,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Frankston, 
121,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
122,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Frankston, 
123,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
124,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
125,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
126,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
127,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
128,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
129,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
130,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
131,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
132,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
133,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
134,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
135,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
136,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
137,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
138,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
139,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
140,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
141,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
142,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
143,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
144,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
145,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
146,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
147,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
148,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
149,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
150,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
151,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
152,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
153,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
154,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
155,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
156,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
157,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
158,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
159,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
160,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
161,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
162,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
163,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
164,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
165,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
166,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
167,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
168,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
169,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
170,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
171,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
172,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
173,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
174,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
175,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
176,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
177,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
178,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Dandenong to Pakenham, 
179,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
180,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
181,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
182,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
183,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
184,PBN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Fountain Gate to Koo Wee Rup, 
185,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
186,PBN & MTN,Off Road,Existing,Yes, , ,0, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Carrum to Warburton Trail, 
