objectid,network,type,status,strategic_cycling_corridor,local_name,local_type,rd_num,name,side,facility_left,surface_left,width_left,facility_right,surface_right,width_right,lighting,verified_date,bearing,scc_name,comments
37921,PBN,On Road,Existing,No,BRIDGE,STREET,5722, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37922,PBN,On Road,Existing,No,SUNSHINE,AVENUE,5530, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37923,PBN,On Road,Existing,Yes,CAROLINESPRINGS,BOULEVARD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
37924,PBN,On Road,Existing,Yes,CAROLINESPRINGS,BOULEVARD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
37925,PBN,On Road,Existing,Yes,CAROLINESPRINGS,BOULEVARD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
37926,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37927,PBN,On Road,Proposed,No,KEILOR,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37928,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37929,PBN,On Road,Proposed,No,WATERDALE,ROAD,5744, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37930,PBN,On Road,Proposed,No,CUMBERLAND,ROAD,5749, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37931,PBN,On Road,Proposed,No,WATERDALE,ROAD,5744, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37932,PBN,On Road,Proposed,No,SYDNEY,ROAD,5500, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37933,PBN,On Road,Proposed,No,KEILOR,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37934,PBN,On Road,Proposed,No,GILBERT,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37935,PBN,On Road,Proposed,No,KEILOR,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37936,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37937,PBN,On Road,Proposed,No,MILLEARA,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37938,PBN,On Road,Proposed,No,WATERDALE,ROAD,5744, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37939,PBN,On Road,Proposed,No,GILBERT,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37940,PBN,On Road,Proposed,No,KEILOR,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37941,PBN,On Road,Proposed,No,SYDNEY,ROAD,5500, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37942,PBN,On Road,Proposed,No,GILBERT,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37943,PBN,On Road,Proposed,No,CUMBERLAND,ROAD,5749, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37944,PBN,On Road,Proposed,No,MILLEARA,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37945,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37946,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37947,PBN,On Road,Proposed,No,CITYLINK, ,2999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37948,PBN,On Road,Proposed,No,CUMBERLAND,ROAD,5749, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37949,PBN,On Road,Proposed,No,CITYLINKIN-BELL,RAMP,2999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37950,PBN,On Road,Proposed,No,NAPIER,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37951,PBN,On Road,Proposed,No,WATERDALE,ROAD,5744, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37952,PBN,On Road,Proposed,No,CITYLINKIN-BELL,RAMP,2999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37953,PBN,On Road,Proposed,No,NAPIER,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37954,PBN,On Road,Proposed,No,GILBERT,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37955,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37956,PBN,On Road,Proposed,No,GILBERT,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37957,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37958,PBN,On Road,Proposed,No,CUMBERLAND,ROAD,5749, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37959,PBN,On Road,Proposed,No,NAPIER,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37960,PBN,On Road,Proposed,No,SYDNEY,ROAD,5500, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37961,PBN,On Road,Proposed,No,KEILOR,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37962,PBN,On Road,Proposed,No,MILLEARA,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37963,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37964,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37965,PBN,On Road,Existing,Yes,DAREBIN,ROAD,5192, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37966,PBN,On Road,Proposed,Yes,STEWART,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Brunswick to Coburg, 
37967,PBN,On Road,Proposed,Yes,HOLMES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37968,PBN,On Road,Proposed,Yes,STEWART,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Brunswick to Coburg, 
37969,PBN,On Road,Proposed,Yes,DAREBIN,ROAD,5192, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37970,PBN,On Road,Proposed,Yes,HOLMES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37971,PBN,On Road,Proposed,Yes,HOLMES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37972,PBN,On Road,Proposed,Yes,DAREBIN,ROAD,5192, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37973,PBN,On Road,Proposed,Yes,HOLMES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37974,PBN,On Road,Proposed,Yes,HIGH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37975,PBN,On Road,Proposed,Yes,DAREBIN,ROAD,5192, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37976,PBN,On Road,Proposed,Yes,DAREBIN,ROAD,5192, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37977,PBN,On Road,Proposed,Yes,HOLMES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37978,PBN,On Road,Proposed,Yes,HOLMES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37979,PBN,On Road,Proposed,Yes,DAREBIN,ROAD,5192, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37980,PBN,On Road,Proposed,Yes,HOLMES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Maribyrnong to Ivanhoe, Maribyrnong to Brunswick West", 
37981,PBN,On Road,Proposed,Yes,UPPERHEIDELBERG,ROAD,5747, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Northcote to Greensborough, Maribyrnong to Ivanhoe", 
37982,PBN,On Road,Proposed,Yes,DAREBIN,ROAD,5192, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe, 
37983,PBN,On Road,Proposed,No,MCINTYRE,ROAD,5517, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37984,PBN,On Road,Proposed,No,SHERWOOD,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37985,PBN,On Road,Proposed,No,MARSHALL,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37986,PBN,On Road,Proposed,No,MCINTYRE,ROAD,5517, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37987,PBN,On Road,Proposed,No,HIGH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37988,PBN,On Road,Proposed,No,NORMAN,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37989,PBN,On Road,Proposed,No,MILITARY,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37990,PBN,On Road,Proposed,No,NORMAN,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37991,PBN,On Road,Proposed,No,CANNING,STREET,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37992,PBN,On Road,Proposed,No,CANNING,STREET,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37993,PBN,On Road,Proposed,No,NICHOLSON,STREET,5736, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37994,PBN,On Road,Proposed,No,RALEIGH,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37995,PBN,On Road,Proposed,No,CORDITE,AVENUE,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37996,PBN,On Road,Proposed,No,MCINTYRE,ROAD,5517, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37997,PBN,On Road,Proposed,No,RALEIGH,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37998,PBN,On Road,Proposed,No,RALEIGH,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
37999,PBN,On Road,Proposed,No,CANNING,STREET,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38000,PBN,On Road,Proposed,No,CANNING,STREET,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38001,PBN,On Road,Proposed,No,RALEIGH,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38002,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38003,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38004,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38005,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38006,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38007,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38008,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38009,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38010,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38011,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38012,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38013,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38014,PBN & MTN,On Road,Existing,Yes,POINT NEPEAN,ROAD,4034, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Central Subregion to Point Nepean, 
38015,PBN,On Road,Existing,No,GEORGE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38016,PBN,On Road,Existing,No,GEORGE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38017,PBN,On Road,Existing,No,GEORGE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38018,PBN,On Road,Existing,No,GEORGE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38019,PBN,On Road,Existing,No,GEORGE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38020,PBN,On Road,Existing,No,GEORGE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38021,PBN,On Road,Existing,No,GEORGE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38022,PBN,On Road,Existing,No,GEORGE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38023,PBN,On Road,Existing,Yes,BEVERLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Bulleen to Vermont,Metro SCC upgraded to PBN
38024,PBN,On Road,Existing,Yes,BEVERLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Bulleen to Vermont,Metro SCC upgraded to PBN
38025,PBN,On Road,Existing,Yes,BEVERLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Bulleen to Vermont,Metro SCC upgraded to PBN
38026,PBN,On Road,Existing,Yes,BEVERLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Bulleen to Vermont,Metro SCC upgraded to PBN
38027,PBN,On Road,Existing,Yes,BEVERLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Bulleen to Vermont,Metro SCC upgraded to PBN
38028,PBN,On Road,Existing,Yes,BEVERLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Bulleen to Vermont,Metro SCC upgraded to PBN
38029,PBN,On Road,Existing,No,SPRINGFIELD,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38030,PBN,On Road,Existing,No,SPRINGFIELD,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38031,PBN,On Road,Existing,No,SPRINGFIELD,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38032,PBN,On Road,Existing,Yes,BURWOOD,HIGHWAY,2750, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Burwood to Kilsyth,Metro SCC upgraded to PBN
38033,PBN,On Road,Existing,Yes,BURWOOD,HIGHWAY,2750, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Burwood to Kilsyth,Metro SCC upgraded to PBN
38034,PBN,On Road,Existing,Yes,BURWOOD,HIGHWAY,2750, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Burwood to Kilsyth,Metro SCC upgraded to PBN
38035,PBN,On Road,Existing,Yes,BURWOOD,HIGHWAY,2750, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Burwood to Kilsyth,Metro SCC upgraded to PBN
38036,PBN,On Road,Existing,Yes,CHRISTIES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
38037,PBN,On Road,Existing,Yes,CHRISTIES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
38038,PBN,On Road,Existing,Yes,CHRISTIES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
38039,PBN,On Road,Existing,Yes,CHRISTIES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
38040,PBN,On Road,Existing,Yes,CHRISTIES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
38041,PBN,On Road,Existing,Yes,CHRISTIES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
38042,PBN,On Road,Existing,Yes,CHRISTIES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
38043,PBN,On Road,Existing,Yes,CHRISTIES,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Regional Rail Link Trail (Werribee to Caroline Springs), 
38044,PBN,On Road,Existing,Yes,HEATHS,ROAD,5443, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Hoppers Crossing to Wyndham Vale, 
38045,PBN,On Road,Existing,Yes,HEATHS,ROAD,5443, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Hoppers Crossing to Wyndham Vale, 
38046,PBN,On Road,Existing,Yes,HEATHS,ROAD,5443, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Hoppers Crossing to Wyndham Vale, 
38047,PBN,On Road,Existing,Yes,HEATHS,ROAD,5443, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Hoppers Crossing to Wyndham Vale, 
38048,PBN,On Road,Existing,Yes,HEATHS,ROAD,5443, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Hoppers Crossing to Wyndham Vale, 
38049,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38050,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38051,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38052,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38053,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38054,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38055,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38056,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38057,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38058,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38059,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38060,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38061,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38062,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38063,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38064,PBN,On Road,Existing,No,BALLARAT,ROAD,2520, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38065,PBN,On Road,Existing,No,MONASH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38066,PBN,On Road,Existing,No,MONASH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38067,PBN,On Road,Existing,No,MONASH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38068,PBN,On Road,Existing,No,MONASH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38069,PBN,On Road,Existing,No,MONASH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38070,PBN,On Road,Existing,No,MONASH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38071,PBN,On Road,Existing,No,MONASH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38072,PBN,On Road,Proposed,No,NAPIER,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38073,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38074,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38075,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38076,PBN,On Road,Proposed,No,WATERDALE,ROAD,5744, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38077,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38078,PBN,On Road,Proposed,No,KEILOR,ROAD,5592, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38079,PBN,On Road,Proposed,No,GILBERT,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38080,PBN,On Road,Proposed,No,KEILOR,ROAD,5592, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38081,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38082,PBN,On Road,Proposed,No,CUMBERLAND,ROAD,5749, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38083,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38084,PBN,On Road,Proposed,No,UNNAMED, ,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38085,PBN,On Road,Proposed,No,NAPIER,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38086,PBN,On Road,Proposed,No,SYDNEY,ROAD,5500, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38087,PBN,On Road,Proposed,No,MILLEARA,ROAD,5864, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38088,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38089,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38090,PBN,On Road,Proposed,No,KEILOR,ROAD,5592, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38091,PBN,On Road,Proposed,No,BULLA,ROAD,5824, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38092,PBN,On Road,Proposed,No,OHEA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38093,PBN,On Road,Proposed,No,NORTHGATE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38094,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38095,PBN,On Road,Proposed,No,PLENTY,ROAD,5813, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38096,PBN,On Road,Proposed,No,WATERDALE,ROAD,5744, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38097,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38098,PBN,On Road,Proposed,No,KEILOR,ROAD,5592, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38099,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38100,PBN,On Road,Proposed,No,BULLA,ROAD,5824, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38101,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38102,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38103,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38104,PBN,On Road,Proposed,No,LOWERPLENTY,ROAD,2850, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38105,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38106,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38107,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38108,PBN,On Road,Proposed,No,BULLA,ROAD,5824, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38109,PBN,On Road,Proposed,No,MURRAY,ROAD,5732, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38110,PBN,On Road,Proposed,No,KEILOR,ROAD,5592, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
38111,PBN,On Road,Proposed,No,SUNSHINE,AVENUE,5530, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
